#symbol	H1Rosa7_d0	H1Rosa7_d1	H1Rosa7_d2	H1Rosa7_d3	H1Rosa7_d4	H1Rosa7_d5	H1Rosa7_d6	H1Rosa7_d7	H1Rosa7_d8	H1Rosa7_d10	H1Rosa7_d12	H1Rosa7_d14	H1Rosa7_d16	H1Rosa7_d18	H1Rosa7_d20	H1Rosa7_d21	H1Rosa7_d22	H1Rosa7_d24	H1Rosa7_d26	H1Rosa7_d30	H1Rosa7_d32	H1Rosa7_d34	H1Rosa7_d36	H1Rosa7_d38	H1Rosa7_d40	H1Rosa7_d42
ACBD3	43.2	47.56	38.14	45.03	29.7	28.53	38.16	30.92	38.03	35.94	40.89	44.17	45.35	34.77	39.65	34.04	41.55	37.02	29.7	59.61	39.95	38.35	41.59	29.71	54.52	73.3
ACBD4	1.94	1.23	3.39	12.08	8.21	6.83	1.88	8.11	2.97	2.74	13.4	6.4	12.69	3.82	1.24	7.18	3.28	11.22	9.3	11.96	12.65	2.6	5.84	5.72	24.38	15.96
ACBD5	23.93	34.31	28.9	26.71	29.13	29.9	34	30.79	45.67	59.07	58.1	44.14	49.76	57.58	67.84	74.55	81.32	50.53	74.21	97.11	68.39	97.03	96.78	90.72	106.4	87.75
ACBD6	80.28	66.03	45.72	58.23	54.36	40.03	57.31	69.31	75.72	91.82	89.64	107.26	73.27	91.49	96.4	81.21	74.29	64.87	74.68	51.09	70.35	84.09	98.5	131.21	101.05	63.52
ACBD7	26.16	23.38	50.04	58.15	55.1	76.67	56.31	48.39	54.59	76.53	104.45	70.59	90.72	64.26	94.71	102.24	119.3	34.45	123.16	74.38	93.73	67.21	79.54	74.74	88.26	277.44
ACCS	1.7	0	0.82	2.67	3.72	5.87	3.84	0.44	0	0	2.89	0	1.64	0.81	0	0	0	0	0	0	4.24	0	0	2.84	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26	0	0	0	0
ACD	15.9	21.04	25.07	22.4	10.01	25.88	11.93	19	11.17	23.58	10.37	17.19	15.58	19.85	17.19	28.04	23.6	28.89	18.35	18.97	15.77	16.31	26.85	19.12	26.88	20.29
ACE	0.67	0.73	0	0.4	0	0	0	0	0	0	0	1.02	0	4.34	0	0	0	0.64	0	0	0	0	0	0	4.86	0
ACE2	0.3	0.97	0	0	0	0	0	0	0	0.49	0	2.75	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	15.93	40.37	15.2	13.55	11.77	8.24	7.76	9.9	7.3	18.85	11.7	12.41	18.75	8.5	10.39	14.83	13.17	7.73	12.94	8.22	13.9	12.85	0	21.03	5.35	11.92
ACER3	12.01	20.73	26.95	21.3	24.72	17.77	21.5	14.61	19.47	17.35	21.92	15	30.73	24.16	27.33	30.03	30.12	48.86	38.92	53.77	43.27	52.16	27.94	20.53	26.55	36.16
ACHE	0.96	1.56	0.9	0.84	0.61	2.14	1.59	2.53	4.98	0.79	4.23	2.2	6.95	2.56	3.74	4.01	0	1.35	5.24	4.44	3.61	0.88	2.63	2.1	7.81	3.09
ACIN1	126.19	119.43	129.11	125.42	120.33	83.89	93.07	83.3	78.87	68.43	61.48	55.2	63.72	106.88	43.89	64.14	56.42	46.99	79.63	41.03	38.49	69.23	80.69	99.77	27.24	26.71
ACLY	384.12	310.43	353.7	314.82	315.87	281.83	295.09	308.72	297.38	296.74	225.16	297.37	267.7	283.79	234.7	277.57	311.36	238.85	274.99	249.99	201.59	223.77	263.79	227.86	282.64	182.57
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	18.04	12.79	7.76	11.55	16.37	14.53	23.29	10.13	20.3	11	22.38	25.9	16.39	18.46	6.42	13.75	2.15	9.77	11.25	0.95	13.53	31.04	28.22	21	59.58	23.21
ACO1	110.59	65.76	62.71	64.53	53.27	57.78	67.18	66.82	71.5	54.17	75.12	68.38	79.96	49.85	59.77	53.05	57.18	69.32	65.45	67.59	49.07	64.58	40.7	24.66	48.34	34.44
ACO2	48.58	48.26	53.26	55.5	31.36	39.47	47.61	62.43	52.76	54.44	61.66	68.72	59.1	57.48	75.11	43.73	72.55	28.51	59.75	48.46	60.03	73.21	96.43	93.16	50.85	40.94
ACOT1	0	0	0	0	2.24	5.91	0	6.13	2.5	0	5.14	7.28	0	0	0	5.53	6.94	10.67	8.68	0	0	10.91	7.27	8.32	20.43	10.67
ACOT11	11.05	2.84	3.96	2.48	4.22	2.95	1.16	1.65	2.06	8.72	2.08	0.51	1.44	2.26	0	0	0	3.15	1.45	0.97	0	1.21	0	0	0	3.39
ACOT12	0	0	0	0	0	0	3.53	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0	0
ACOT13	17.92	15.28	16.13	19.51	15.21	9.7	13.19	15.12	16.13	14.78	21.55	12.85	21.91	21.07	16.32	22.26	19.33	19.97	18.46	18.49	19.16	15.02	29.77	11.37	16.08	12.12
ACOT2	8.95	14.17	9.99	10.56	14.67	0	10.53	9.96	14.46	16.66	14.23	28.92	12.95	23.96	24.19	0	0	17.56	5.22	11.03	20.15	6.53	0	15.1	43.09	0
ACOT4	1.95	0	0	2.31	0	0	2.15	1.02	0	0	2.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	88.94	58.39	51.74	46.57	68	63.74	47.36	56.28	42.68	53.2	31.25	50.52	35.97	31.33	28.42	23.54	24.6	21.86	29.61	41.32	46.65	56.41	45.4	46.07	37.19	72.76
ACOT8	26.49	25.62	12.23	9.7	8.12	5.42	15.1	17.95	2.89	1.5	9.02	8.35	9.25	11.78	8.54	13.71	7.64	3.46	9.97	25.32	17.13	18.34	8.34	7.98	18.15	11.76
ACOT9	50.63	43.84	32.97	34.66	33.36	41.73	34.45	28	38.23	44.12	29.62	33.33	30.73	51.07	50.12	17.72	40.51	48.59	34.11	20.8	34	22.82	10.11	21.49	64.37	22.12
ACOX1	14.09	22.21	13.31	7.47	6.81	7.89	5.6	7.27	9.53	19.41	29.8	17.29	25.51	23.46	23.36	30.67	23.45	26.08	28.04	44.93	42.4	53.35	52.04	43.02	36.33	60.26
ACOX2	0.92	2.47	3.07	0.54	1.75	1.36	0	1.08	0.95	3.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	2.57	4.88	5.85	7.81	7.94	10.62	8.91	10.4	8.38	12.36	8.18	18.93	17.01	17.81	13.5	26.97	9.45	15.71	8.22	17.4	16.25	19.94	15.12	30.14	2.72	1.21
ACOXL	26.31	100.58	107.59	56.3	5.1	1.32	7.37	1.4	0	0	0	0	1.93	0	0	0	7.46	0	0	0	0	0	0	0	0	2.87
ACP1	151.96	176.93	169.43	169.17	180.2	174.65	168.51	168	135.13	186.96	146.28	186.03	180.95	194.7	217.05	183.06	124.79	267.94	169.2	143.3	137.69	184.11	236.7	132.81	65.69	101.55
ACP2	8.9	34.09	19.32	19.85	28.1	14.98	18.55	39.65	30.76	27.62	44.2	11.3	34.33	42.54	24.73	47.02	7.04	75.96	30.43	10.66	10.82	28.96	43.34	43.19	6.08	4.64
ACP5	4.78	3.68	5.46	0.85	0.92	1.07	0	0	0	1.19	30.93	4.4	2.87	3.11	3.38	0	0	24.66	7.45	0	2.71	3.96	7.91	0	0	0
ACP6	10.57	5.7	4.42	4.16	2.98	7.84	8.42	6.92	0.61	1.93	11.59	5.37	15.29	7.58	16.47	0	17.19	5.57	3.84	0	4.41	17.15	10.72	0	0	1.89
ACPL2	19.32	26.15	36.46	31.49	44.18	43.25	46.46	44.16	41.87	47.28	60.32	38.52	69.57	50.17	67.32	58.57	44.79	54.72	83.55	107.56	115.28	85.91	111.55	83.32	121.18	89.82
ACPP	1.16	0.63	1.27	0.39	0	0.58	0.69	0	0	0	1.95	0	1.9	1.25	0	0	2.16	0.06	0	5.19	0	0	0	0	3.55	6.44
ACPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRBP	0.56	0.61	0.94	3.32	0	0	1.24	0.88	0	0	0	2.57	0.81	0	1.75	0	0	0	0	0	1.06	3.08	0	2.46	0	0
ACRC	1.66	1.79	0.28	0.39	0.42	0	0	1.31	0.69	1.64	0.66	0	1.92	0	0	0	0.69	2.52	0	2.46	0.62	0	0	0	0	1.07
ACRV1	0	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16
ACSBG1	0.71	3.46	0.89	0	0	0	0.78	0	0	0	0	0	1.54	3.57	0.55	1.77	7.44	0.67	7.74	0.66	9.31	0.65	7.15	1.04	1.93	5.73
ACSBG2	0.39	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0	1.25
ACSF2	1.89	4.59	7.13	4.46	1.8	2.11	1.04	5.95	8.34	9.32	11.21	10.81	14.36	2.03	7.37	6.31	1.98	8.07	2.06	5.25	9.76	0.86	5.18	0	4.27	0
ACSF3	7.24	8.14	10.86	7.48	9.59	10.3	8.56	8.07	8.35	8.92	4.17	4.14	5.67	16.44	11.29	3.52	4.21	7.44	5.27	2.79	4.86	4.73	2.2	2.64	6.75	0.97
ACSL1	9.97	2.69	1.39	0.33	0	0	0	0.22	1.72	0.91	9.3	5.49	7.61	9.53	8.2	8.32	2.32	15.23	12.7	10.76	19.75	24.28	4.05	34.28	14.02	9.81
ACSL3	229.31	153.35	142.67	128.57	138.43	129.9	136.35	109.76	168.97	172.54	204.56	198.75	192.99	219.23	214.44	249.88	247.5	215.52	222.16	285.83	221.98	213.68	215.47	211.96	225.06	160.18
ACSL4	98.91	46.51	55.3	64.53	89.03	115.36	141.2	120.56	156.85	192.54	159.29	182.99	155.91	106.93	116.79	109.04	101.21	94.56	78.67	106.91	79.01	90.29	99.08	90.28	120.21	100.29
ACSL5	0	0	0.52	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	1.96	0.39	0.57	1	0.56	0.34	0	0.07	0	0	5.95	2.88	2.92	7.53	3.21	1.93	4.22	9.26	11.68	5.06	5.53	1.56	15.77	12.76	4.76	26.21
ACSM1	0	0	0	0.61	0	0	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	0	0	0	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	2.7	0	0	2.67	0	0	0	0	3.44
ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	2.71	2.19	6.65	2.4	2.59	3.02	1.49	1.07	0	7.79	2.68	2.07	2.94	0	0	0	0	0	0	0	0	0	0	0	0	8.73
ACSM4	0	0	0.51	0	0	0	0	0	0	0	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	0	0.97	0.25	0	0	0	0	0.95	0	3.95	2.57	2.75	1.88	1.24	5.81	11	25.4	7.07	29.52	6.36	29.32	12.55	27.23	30.01	14.12	8.31
ACSS2	14.18	6.12	7.12	1.67	8.11	10.52	21.49	15.6	26.46	27.35	25.9	32.4	21.02	14.23	19.89	26.61	18.53	10.75	29.4	22.28	15.29	22.01	23.95	20.64	10.89	18.25
ACSS3	38.67	67.26	37.8	28.09	31.6	44.04	43.77	38.89	70.39	53.73	95.13	88.01	68.87	42.34	60.8	49.96	36.39	33.67	18.31	28.33	15.02	24.16	13.98	16.22	18.67	25.11
ACTA1	20.42	84.28	35.53	30.37	60.78	61.16	112.66	40.14	6.27	3.55	1.65	1.1	0	1.07	2.36	0	7.57	0	1.62	0	0	0	0	2.1	1.3	4.64
ACTA2	0	0.82	8.29	17.25	62.37	116.11	262.04	213.59	197.52	177.61	50.05	25.38	22.5	25.12	3.74	30.5	60.53	31.78	44.9	23.63	87.17	44.51	84.84	92.04	94.98	98.07
ACTB	5667.65	7873.87	5475.11	5220.03	5709.2	5380.89	6257	5350.42	5902.85	5746.87	4054.48	3323.49	3679.95	3644.17	2897.42	3782.5	3629.06	4274.77	3988.39	2967.39	3261.16	3613.1	3526.59	3555.48	2905.33	2906.39
ACTBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	2.43
ACTC1	8	58.49	25.01	18.19	12.85	24.16	134.64	227.45	406.98	237	91.11	28.68	14.46	10.23	4.45	2.86	9.55	5.41	1.99	3.69	3.21	1.04	1.04	0.42	0.52	0.84
ACTG1	3303.02	3610.36	2841.55	2518.58	2686.22	2889.45	3948.15	4842.31	5037.65	5395.21	6233.75	4532.48	4918.66	4594.93	5532.92	6003.39	5594.32	4932.77	5591.56	5600.75	5530.75	5268.54	5163.5	5686.31	5213.56	4335.04
ACTG2	5.34	40.23	5.37	5.55	5.65	1.32	2.94	5.67	13.29	7.87	1.76	0	2.57	3.82	8.32	26.7	18.59	5.06	5.82	8.89	23.11	29.27	14.61	13.92	6.43	25.69
ACTL10	0	0.56	0.44	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	3.42	0	0	0	0	0	0	0
ACTL6A	180.78	113.78	168.49	157.93	171.86	136.3	175.45	172.4	219.38	143.47	128.64	228.05	171.63	190.76	187.33	198.36	173.66	255.59	138.39	95.03	167.5	171.02	114.7	113.68	73.27	99.73
ACTL6B	0	0	1.16	0	0	0	0	0	0	0	0	1.06	13.07	7.97	20.58	6.96	7.27	27.68	12.14	25.7	53.46	29.19	88.83	36.42	95.45	35.79
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	1.14	1.85	0.48	2.69	0	2.54	0	0	0	0	1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.23
ACTN1	207.15	224.78	215.86	190.32	186.55	164.41	235.01	267.82	270.73	243.83	160.64	111.05	91.5	119.97	93.48	102.88	74.87	127.72	94.05	79	61.87	50.34	42.02	43.67	57.28	40.24
ACTN2	1.4	0.25	0.39	0.27	0.89	0.69	0.26	0	0.48	0.38	0.92	0	0	1.33	1.09	0	0	0.44	1.02	1.72	1.75	1.7	5.52	2.71	5.46	0
ACTN3	4.07	20.35	23.22	34.9	14.57	8.77	5.27	3.49	0	0	0	1.69	0	2.12	0	3.08	3.87	0	0	0	0	0	0	0	0	0
ACTN4	178.93	151.44	129.74	119.87	151.89	152.48	191.84	226.53	266.22	212.8	196.06	89.52	88.85	106.71	96.8	74.69	95.3	100.06	74.92	79.33	53.73	72.01	56.45	72.55	58.27	48.89
ACTR10	41.54	42.32	51.88	45.06	58.75	51.01	62.22	67.03	77.31	95.4	54.38	70.09	69.25	79.97	88.9	75.92	49.26	121.75	80.09	48.9	119.32	145.79	130.1	129.36	57.17	64.7
ACTR1A	72.81	82.93	83.11	91.1	82.71	90.57	110.26	103.47	120.07	94.17	114.7	112.59	118.05	120.17	134.1	134.91	119.16	131.76	175.76	139.34	142.77	175.21	132.91	187.32	178.04	164.47
ACTR1B	21.1	15.69	23.94	29.32	41.12	41.05	51.69	47.18	48.13	36.18	62.03	60.01	61.03	27.56	75.27	78.21	53.92	27.56	63.46	65.01	66.85	64.21	92.45	63.48	38.12	58.85
ACTR2	496.95	502.13	490.33	541.49	688.17	635.69	584.22	450.43	543.84	594.63	499.82	615.34	654.85	585.86	520.2	727.17	550.69	552.84	628.81	647.16	637.69	572.57	599.09	616.58	732.04	623.66
ACTR3	279.61	295.03	278.31	272	261.01	288.56	314.06	290.09	411.29	338.46	293.16	366.31	361.27	387.68	385.08	304.83	351.19	500.27	418.67	435.12	508.06	384.21	473.12	401.61	328.82	304.75
ACTR3B	46.72	37.39	28.34	58.53	58.76	67.24	62.88	57.21	79.58	70.89	75.78	47.1	76.3	63.42	32.28	72.91	60.19	95.01	87.27	34.3	60	54.52	53.53	58.97	73.2	20.15
ACTR3C	0	0	1.05	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	11.1	10.13	9.65	14.1	11.93	9	6.59	7.38	15.93	14.01	8.42	6.5	19.75	8.56	11.97	2.85	8.92	11.86	4.66	7.1	13.61	5.45	12.01	4.97	7.71	10.99
ACTR6	55.73	43.75	34.96	42.84	46.15	39.51	48.04	45.79	55.21	63.59	50.18	52.55	67.39	75.47	74.51	69.64	34.16	33.27	105.67	77.19	66.98	104.96	111.58	50.21	147.61	54.53
ACTR8	20.64	22.27	21.66	30.87	19.58	21.56	38.77	29.47	40.09	39.61	28.12	28.78	21.02	30.41	25.82	25.69	37.68	28.66	30.45	41.37	21.81	36.62	46.16	54.58	34.13	23.29
ACTRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1	11.07	8.76	7.99	20.89	21.09	12.04	15.05	10.44	17.21	10.9	8.74	5.06	10.14	17.98	10.92	4.63	14.65	17.48	4.03	14.32	5.54	11.45	24.91	5.91	10	14.51
ACVR1B	17.26	29.19	35.14	45.74	36.75	41.18	29.05	28.29	30.38	35.99	30.98	35.15	43.38	37.04	47.25	45.89	31.69	41.12	42.01	61.21	50.74	52.37	53.22	78.25	95.7	80.93
ACVR1C	0.36	0.67	0.42	0.29	0	0	0	0.47	0.39	0.21	0.96	0.57	1.45	1.2	0.39	1.04	0	0	0	2.54	0	2.28	0.66	0	0	0
ACVR2A	11.44	35.3	39.15	28.89	15.3	11.91	13.72	13.88	22.47	34.48	45.17	40.97	35.7	52.35	57.24	60.58	53.71	58.98	52.56	61.58	88.09	99.65	99.28	96.98	93.91	85.89
ACVR2B	121.29	150.46	172.7	184.03	172.69	192.01	144.19	109.87	114.54	96.25	102.8	164.66	146.04	139.9	124.73	191.35	172.01	122.16	136.81	175.57	149.59	131.44	126.68	126.69	136.08	100.42
ACVRL1	0.26	0	0.44	0.47	0	0	0	0.2	0.79	0.89	2.37	0.96	1.11	0.82	0	0	6.47	1.8	0	0	0.53	0	0	0	3.51	3.72
ACY1	24.14	29.39	19.84	22.34	12.96	19.07	12.05	14.35	3.02	23.32	8.01	1.11	11.42	10.93	3.41	11.97	0	2.76	3.18	2.69	4.1	2.66	10.64	7.32	5.26	9.38
ACY3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	25.16	17.45	14.55	14.84	11.42	29.33	31.69	18.36	14.9	29.5	39.02	21.9	42.04	20.6	19.6	38.96	75.14	23.85	23.53	39.86	13.48	49.21	59.04	36.62	45.45	98.3
ACYP2	0	0	1.46	2.06	3.33	0	0	2.06	1.81	8.61	1.73	0	7.59	2.51	4.09	0	16.45	1.66	5.73	17.78	9.84	7.98	0	5.09	12.64	25.32
ADA	14.59	19.49	11.63	17.21	25.6	24.74	14.55	4.37	2.16	30.79	2.74	30.69	27.12	2.99	4.33	25.49	20.33	18.44	13.65	2.57	0	5.07	6.34	0	0	8.94
ADAD1	0	0	0	1.31	0	0.83	0	0	0	0	0	0	0	0	3.47	0	0	0	0	0	0	0	0	0	0	1.79
ADAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAL	15.46	14.9	18.4	11.89	17.55	24.97	32.28	33.41	23.57	17.52	31.14	30.12	35.73	27.34	21.66	20.23	15.12	23.69	31.09	27.15	24.67	14.41	16.81	17.23	7.13	12.82
ADAM10	157.03	171.17	175.72	200.17	224.78	225.81	232.57	200.63	237.62	232.22	204.02	212.21	204.95	205.82	157.7	205.02	221.74	196.93	182.19	210.36	161.61	142.1	137.68	186.35	193.48	103.64
ADAM11	1.68	0.26	1.8	3.95	5.17	0.71	5.54	2.07	1.24	1.57	2.36	1.82	1.38	1.03	1.12	0.8	5	5.44	2.61	0.88	0.45	0	0	0	0.86	0
ADAM12	0.17	1	4.91	8.15	10.98	3.59	0.57	1.49	2.56	9.63	4.77	3.95	5.8	9.73	4.58	4.63	5.81	0.98	0.75	0.96	3.47	1.69	2.52	4.78	9.48	6.11
ADAM15	12.3	9.95	13.83	16.4	15.63	14.26	29.65	36.55	35.35	21.45	22.76	18.26	16.12	6.06	14.97	16.66	16.07	9.47	22.65	27.7	15.86	17.54	9.82	17.53	14.89	12.37
ADAM17	50.48	73.91	63.33	76.05	130.58	127.75	155.78	116.44	147.71	138.52	189.65	174.81	171.18	151.07	115.14	116.44	118.98	98.01	147.9	153.65	95.93	104.08	63.87	101.22	131.4	89.63
ADAM18	0	0	0	0	0	0	0	0	0	0	2.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.11
ADAM19	22.07	24.51	32.6	41.54	30.51	26.24	25.75	33.54	42.05	55.67	25.63	17.3	25.34	26.05	11.88	27.6	27.48	8.92	17.35	13.8	12.78	12.44	15.99	13.46	16.41	10.44
ADAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	0	0	0	0.45	0	0	0	0	0	0	2.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	0	0	0	0.47	0	0	0	0.31	0	0	0	0	0	0	2.47	0	0	0	0	1.47	0	0	0	0	0	0
ADAM22	17.16	21.18	34.79	23.39	21.8	27.15	24.85	22.77	32.41	17.85	25.59	40.65	30.32	34.42	31.49	21.62	33.48	29.63	42.76	46.51	35.75	58.46	45.74	50.37	41.32	36.8
ADAM23	37.39	38.85	64.92	85.37	60.71	36.98	29.39	27.75	34.81	43.21	30.76	22.68	43.56	37.22	24.82	32.91	24.61	53.16	40.05	19.84	50	28.44	36.65	52.91	42.53	27.85
ADAM28	1.01	0	0.55	0	1.92	0	0	0	1.04	0	1.98	0	0	0	1.57	0	0	0	1.1	0	0	0	0	0	0	6.47
ADAM29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	0	0	0	0	1.48	0.58	0	0.91	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	0.31	0	0.78	1.81	0.39	1.36	0.34	0	0	0	0.1	0	0	0.82	0	2.07	0	0	0	0	0.58	0	0	0	0	4.87
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADAM8	0.7	0.75	0	1.65	0	0.52	0	0.55	0.7	0	0	0	0	0	0	0	7.29	0	0	0	3.27	0	0	0	0	0
ADAM9	32.66	25.8	23.25	23.36	37.58	36.25	73.13	100.45	139.95	194.12	170.58	150.03	107.47	126.42	111.41	101.21	124.19	125.78	164.44	134.04	123.48	146.45	142.7	150.83	167.68	105.09
ADAMDEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	15.85	8.8	2.65	4.01	8.92	8.73	11.73	11.21	14.32	11.15	7.6	10.35	6.55	13.31	10.23	8.31	15.15	8.58	13.34	12.56	4.25	5.37	3.72	11.86	13.91	8.01
ADAMTS10	2.24	6.44	1.87	2.93	0.63	0.74	2.47	0.59	3.35	0.82	5.38	3.41	8.63	13.54	3.1	1.66	6.24	1.89	14.11	8.27	20.06	18.16	22.7	17.01	23.36	5.6
ADAMTS12	8.29	6.19	11.21	17.8	17.55	16.4	21.55	33.24	33.48	27.91	29.37	13.6	11.37	16.45	9.94	9.92	12	8.46	6.96	4.32	7.57	5.04	6.59	4.33	4.61	4.1
ADAMTS13	0.64	0.97	1.32	2.66	2.58	1.67	0	3.01	0.93	1.48	3.79	3.09	3.26	1.94	4.57	3.01	4.62	0	4.82	2.92	0	2.47	3.29	4.66	4.63	0.73
ADAMTS14	0.2	1.3	1.34	0	0.25	0.59	0	0	0	0	0	0.61	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	3.34	2	0.16	0.66	0.24	1.93	4.5	11.22	18.06	25.26	17.2	3.67	4.02	3.72	7.22	4.02	4.26	4.92	3.24	1.71	4.17	1.69	2.71	2.7	2.34	4.77
ADAMTS16	6.77	2.28	1.42	1.75	6.19	4.71	4.43	1.66	13.6	16.68	31.76	0.32	4.59	4.55	2.31	0	0.88	5.62	3.23	4.3	3.97	0	0	1.23	2.68	6.13
ADAMTS17	1.55	0.9	1.92	0	0.64	1.49	1.25	0.28	0.98	0	2.55	1.79	0.33	2.61	0	0	0	0	0	0.36	0.66	1	0	0	0	9.33
ADAMTS18	0.36	0	0.15	0	0	0	0.98	6.99	34.67	64.25	64.06	15.45	6.95	5.86	5.82	3.26	0.37	29	35.33	16.44	7.01	3.9	0.97	0	0	0
ADAMTS19	37.23	27.67	32.9	16.84	18.4	7.37	3.65	3.58	4.5	1.36	2.04	0.95	5.98	2.96	2.9	0	3.89	0	0	1.15	2.72	1.89	0	0	1.87	2.66
ADAMTS2	2.33	4.96	5.51	3.06	2.42	4.03	2.82	2.39	6.98	1.7	13.54	2.37	9.05	0	8.88	1.56	8.79	15.93	1.29	9.6	7.57	4.23	9.68	7.56	2.53	24.45
ADAMTS20	3.12	1.58	2.61	1.95	0.7	0.82	0.81	1.15	1.52	0.6	1.45	0.28	0.53	5.79	3.15	4.59	3.45	0	0.4	3.39	0	1.67	0	0	3.65	0
ADAMTS3	2.89	2.92	3.48	6.82	6.43	4.56	3.59	8.24	9.37	10.68	4.64	2.48	7.58	8.29	9.86	3.62	13.6	6.17	7.49	5.01	3.05	2.31	2.31	2.1	1.96	4.65
ADAMTS4	9.31	20.84	19.54	7.06	6.18	4.16	4.31	2.05	0.6	0.48	3.77	4.21	6.73	0	4.34	6.62	4.74	0	8.96	0.77	1.04	4.74	0.94	2.98	7	17.18
ADAMTS5	0.54	0.47	0.45	0	0.14	0	0	1.03	2.03	4.64	3.65	0.5	4.56	5.92	4.73	4.17	2.05	1.65	2.61	7.23	6.73	3.97	4.17	9.49	3.53	6.26
ADAMTS6	0.87	0.31	0.85	2.05	2.57	3.22	4.14	1.93	2.55	0.95	6.57	4.63	3.35	0.83	2.48	2.65	7.86	0.55	3.47	1.6	3.8	3.43	3.17	6.53	3.14	1.86
ADAMTS7	23.77	11.99	22.14	31.66	33.37	48.34	38.45	51.67	50.86	43.42	37.84	43.21	29.66	33.24	32.26	35.8	41.67	23.62	31.79	24.09	35.23	24.14	27.64	16.18	22.16	32.69
ADAMTS8	12.67	6.52	1.93	0.68	0	0.43	0.32	0	0	1.42	2.27	1.75	2.91	0.83	1.35	0	0	4.91	3.14	0	0.54	0	0	0	0	0
ADAMTS9	1.29	0.47	0.84	1.87	13.52	27.09	40.09	31.83	26.82	20.06	28.38	18.14	16.42	16.69	8.06	6.71	5.71	6.27	9.1	2.39	2.7	1.31	2.36	4.18	6.23	0.93
